Mod:Item:MetaData, Localized Name
gregtech:gt.blockores.32:7, Nickel Ore
gregtech:gt.blockores.32:8, Nickel Ore
gregtech:gt.blockores.32:9, Nickel Ore
gregtech:gt.blockores.32:10, Nickel Ore
gregtech:gt.blockores.32:11, Nickel Ore
gregtech:gt.blockores.32:12, Nickel Ore
gregtech:gt.blockores.32:13, Nickel Ore
gregtech:gt.blockores.33:0, Small Neutronium Ore
gregtech:gt.blockores.33:1, Small Neutronium Ore
gregtech:gt.blockores.33:2, Small Neutronium Ore
gregtech:gt.blockores.33:3, Small Neutronium Ore
gregtech:gt.blockores.33:4, Small Neutronium Ore
gregtech:gt.blockores.33:5, Small Neutronium Ore
gregtech:gt.blockores.33:6, Small Neutronium Ore
gregtech:gt.blockores.33:7, Small Nickel Ore
gregtech:gt.blockores.33:8, Small Nickel Ore
gregtech:gt.blockores.33:9, Small Nickel Ore
gregtech:gt.blockores.33:10, Small Nickel Ore
gregtech:gt.blockores.33:11, Small Nickel Ore
gregtech:gt.blockores.33:12, Small Nickel Ore
gregtech:gt.blockores.33:13, Small Nickel Ore
gregtech:gt.blockores.34:0, Niobium Ore
gregtech:gt.blockores.34:1, Niobium Ore
gregtech:gt.blockores.34:2, Niobium Ore
gregtech:gt.blockores.34:3, Niobium Ore
gregtech:gt.blockores.34:4, Niobium Ore
gregtech:gt.blockores.34:5, Niobium Ore
gregtech:gt.blockores.34:6, Niobium Ore
gregtech:gt.blockores.34:7, Osmium Ore
gregtech:gt.blockores.34:8, Osmium Ore
gregtech:gt.blockores.34:9, Osmium Ore
gregtech:gt.blockores.34:10, Osmium Ore
gregtech:gt.blockores.34:11, Osmium Ore
gregtech:gt.blockores.34:12, Osmium Ore
gregtech:gt.blockores.34:13, Osmium Ore
gregtech:gt.blockores.35:0, Small Niobium Ore
gregtech:gt.blockores.35:1, Small Niobium Ore
gregtech:gt.blockores.35:2, Small Niobium Ore
gregtech:gt.blockores.35:3, Small Niobium Ore
gregtech:gt.blockores.35:4, Small Niobium Ore
gregtech:gt.blockores.35:5, Small Niobium Ore
gregtech:gt.blockores.35:6, Small Niobium Ore
gregtech:gt.blockores.35:7, Small Osmium Ore
gregtech:gt.blockores.35:8, Small Osmium Ore
gregtech:gt.blockores.35:9, Small Osmium Ore
gregtech:gt.blockores.35:10, Small Osmium Ore
gregtech:gt.blockores.35:11, Small Osmium Ore
gregtech:gt.blockores.35:12, Small Osmium Ore
gregtech:gt.blockores.35:13, Small Osmium Ore
gregtech:gt.blockores.36:0, Palladium Ore
gregtech:gt.blockores.36:1, Palladium Ore
gregtech:gt.blockores.36:2, Palladium Ore
gregtech:gt.blockores.36:3, Palladium Ore
gregtech:gt.blockores.36:4, Palladium Ore
gregtech:gt.blockores.36:5, Palladium Ore
gregtech:gt.blockores.36:6, Palladium Ore
gregtech:gt.blockores.36:7, Phosphor Ore
gregtech:gt.blockores.36:8, Phosphor Ore
gregtech:gt.blockores.36:9, Phosphor Ore
gregtech:gt.blockores.36:10, Phosphor Ore
gregtech:gt.blockores.36:11, Phosphor Ore
gregtech:gt.blockores.36:12, Phosphor Ore
gregtech:gt.blockores.36:13, Phosphor Ore
gregtech:gt.blockores.37:0, Small Palladium Ore
gregtech:gt.blockores.37:1, Small Palladium Ore
gregtech:gt.blockores.37:2, Small Palladium Ore
gregtech:gt.blockores.37:3, Small Palladium Ore
gregtech:gt.blockores.37:4, Small Palladium Ore
gregtech:gt.blockores.37:5, Small Palladium Ore
gregtech:gt.blockores.37:6, Small Palladium Ore
gregtech:gt.blockores.37:7, Small Phosphor Ore
gregtech:gt.blockores.37:8, Small Phosphor Ore
gregtech:gt.blockores.37:9, Small Phosphor Ore
gregtech:gt.blockores.37:10, Small Phosphor Ore
gregtech:gt.blockores.37:11, Small Phosphor Ore
gregtech:gt.blockores.37:12, Small Phosphor Ore
gregtech:gt.blockores.37:13, Small Phosphor Ore
gregtech:gt.blockores.38:0, Platinum Ore
gregtech:gt.blockores.38:1, Platinum Ore
gregtech:gt.blockores.38:2, Platinum Ore
gregtech:gt.blockores.38:3, Platinum Ore
gregtech:gt.blockores.38:4, Platinum Ore
gregtech:gt.blockores.38:5, Platinum Ore
gregtech:gt.blockores.38:6, Platinum Ore
gregtech:gt.blockores.38:7, Plutonium 244 Ore
gregtech:gt.blockores.38:8, Plutonium 244 Ore
gregtech:gt.blockores.38:9, Plutonium 244 Ore
gregtech:gt.blockores.38:10, Plutonium 244 Ore
gregtech:gt.blockores.38:11, Plutonium 244 Ore
gregtech:gt.blockores.38:12, Plutonium 244 Ore
gregtech:gt.blockores.38:13, Plutonium 244 Ore
gregtech:gt.blockores.39:0, Small Platinum Ore
gregtech:gt.blockores.39:1, Small Platinum Ore
gregtech:gt.blockores.39:2, Small Platinum Ore
gregtech:gt.blockores.39:3, Small Platinum Ore
gregtech:gt.blockores.39:4, Small Platinum Ore
gregtech:gt.blockores.39:5, Small Platinum Ore
gregtech:gt.blockores.39:6, Small Platinum Ore
gregtech:gt.blockores.39:7, Small Plutonium 244 Ore
gregtech:gt.blockores.39:8, Small Plutonium 244 Ore
gregtech:gt.blockores.39:9, Small Plutonium 244 Ore
gregtech:gt.blockores.39:10, Small Plutonium 244 Ore
gregtech:gt.blockores.39:11, Small Plutonium 244 Ore
gregtech:gt.blockores.39:12, Small Plutonium 244 Ore
gregtech:gt.blockores.39:13, Small Plutonium 244 Ore
gregtech:gt.blockores.40:0, Plutonium 241 Ore
gregtech:gt.blockores.40:1, Plutonium 241 Ore
gregtech:gt.blockores.40:2, Plutonium 241 Ore
gregtech:gt.blockores.40:3, Plutonium 241 Ore
gregtech:gt.blockores.40:4, Plutonium 241 Ore
gregtech:gt.blockores.40:5, Plutonium 241 Ore
gregtech:gt.blockores.40:6, Plutonium 241 Ore
gregtech:gt.blockores.40:7, Praseodymium Ore
gregtech:gt.blockores.40:8, Praseodymium Ore
gregtech:gt.blockores.40:9, Praseodymium Ore
gregtech:gt.blockores.40:10, Praseodymium Ore
gregtech:gt.blockores.40:11, Praseodymium Ore
gregtech:gt.blockores.40:12, Praseodymium Ore
gregtech:gt.blockores.40:13, Praseodymium Ore
gregtech:gt.blockores.41:0, Small Plutonium 241 Ore
gregtech:gt.blockores.41:1, Small Plutonium 241 Ore
gregtech:gt.blockores.41:2, Small Plutonium 241 Ore
gregtech:gt.blockores.41:3, Small Plutonium 241 Ore
gregtech:gt.blockores.41:4, Small Plutonium 241 Ore
gregtech:gt.blockores.41:5, Small Plutonium 241 Ore
gregtech:gt.blockores.41:6, Small Plutonium 241 Ore
gregtech:gt.blockores.41:7, Small Praseodymium Ore
gregtech:gt.blockores.41:8, Small Praseodymium Ore
gregtech:gt.blockores.41:9, Small Praseodymium Ore
gregtech:gt.blockores.41:10, Small Praseodymium Ore
gregtech:gt.blockores.41:11, Small Praseodymium Ore
gregtech:gt.blockores.41:12, Small Praseodymium Ore
gregtech:gt.blockores.41:13, Small Praseodymium Ore
gregtech:gt.blockores.42:0, Promethium Ore
gregtech:gt.blockores.42:1, Promethium Ore
gregtech:gt.blockores.42:2, Promethium Ore
gregtech:gt.blockores.42:3, Promethium Ore
gregtech:gt.blockores.42:4, Promethium Ore
gregtech:gt.blockores.42:5, Promethium Ore
gregtech:gt.blockores.42:6, Promethium Ore
gregtech:gt.blockores.42:7, Rubidium Ore
gregtech:gt.blockores.42:8, Rubidium Ore
gregtech:gt.blockores.42:9, Rubidium Ore
gregtech:gt.blockores.42:10, Rubidium Ore
gregtech:gt.blockores.42:11, Rubidium Ore
gregtech:gt.blockores.42:12, Rubidium Ore
gregtech:gt.blockores.42:13, Rubidium Ore
gregtech:gt.blockores.43:0, Small Promethium Ore
gregtech:gt.blockores.43:1, Small Promethium Ore
gregtech:gt.blockores.43:2, Small Promethium Ore
gregtech:gt.blockores.43:3, Small Promethium Ore
gregtech:gt.blockores.43:4, Small Promethium Ore
gregtech:gt.blockores.43:5, Small Promethium Ore
gregtech:gt.blockores.43:6, Small Promethium Ore
gregtech:gt.blockores.43:7, Small Rubidium Ore
gregtech:gt.blockores.43:8, Small Rubidium Ore
gregtech:gt.blockores.43:9, Small Rubidium Ore
gregtech:gt.blockores.43:10, Small Rubidium Ore
gregtech:gt.blockores.43:11, Small Rubidium Ore
gregtech:gt.blockores.43:12, Small Rubidium Ore
gregtech:gt.blockores.43:13, Small Rubidium Ore
gregtech:gt.blockores.44:0, Samarium Ore
gregtech:gt.blockores.44:1, Samarium Ore
gregtech:gt.blockores.44:2, Samarium Ore
gregtech:gt.blockores.44:3, Samarium Ore
gregtech:gt.blockores.44:4, Samarium Ore
gregtech:gt.blockores.44:5, Samarium Ore
gregtech:gt.blockores.44:6, Samarium Ore
gregtech:gt.blockores.44:7, Scandium Ore
gregtech:gt.blockores.44:8, Scandium Ore
gregtech:gt.blockores.44:9, Scandium Ore
gregtech:gt.blockores.44:10, Scandium Ore
gregtech:gt.blockores.44:11, Scandium Ore
gregtech:gt.blockores.44:12, Scandium Ore
gregtech:gt.blockores.44:13, Scandium Ore
gregtech:gt.blockores.45:0, Small Samarium Ore
gregtech:gt.blockores.45:1, Small Samarium Ore
gregtech:gt.blockores.45:2, Small Samarium Ore
gregtech:gt.blockores.45:3, Small Samarium Ore
gregtech:gt.blockores.45:4, Small Samarium Ore
gregtech:gt.blockores.45:5, Small Samarium Ore
gregtech:gt.blockores.45:6, Small Samarium Ore
gregtech:gt.blockores.45:7, Small Scandium Ore
gregtech:gt.blockores.45:8, Small Scandium Ore
gregtech:gt.blockores.45:9, Small Scandium Ore
gregtech:gt.blockores.45:10, Small Scandium Ore
gregtech:gt.blockores.45:11, Small Scandium Ore
gregtech:gt.blockores.45:12, Small Scandium Ore
gregtech:gt.blockores.45:13, Small Scandium Ore
gregtech:gt.blockores.46:0, Silicon Ore
gregtech:gt.blockores.46:1, Silicon Ore
gregtech:gt.blockores.46:2, Silicon Ore
gregtech:gt.blockores.46:3, Silicon Ore
gregtech:gt.blockores.46:4, Silicon Ore
gregtech:gt.blockores.46:5, Silicon Ore
gregtech:gt.blockores.46:6, Silicon Ore
gregtech:gt.blockores.46:7, Silver Ore
gregtech:gt.blockores.46:8, Silver Ore
gregtech:gt.blockores.46:9, Silver Ore
gregtech:gt.blockores.46:10, Silver Ore
gregtech:gt.blockores.46:11, Silver Ore
gregtech:gt.blockores.46:12, Silver Ore
gregtech:gt.blockores.46:13, Silver Ore
gregtech:gt.blockores.47:0, Small Silicon Ore
gregtech:gt.blockores.47:1, Small Silicon Ore
gregtech:gt.blockores.47:2, Small Silicon Ore
gregtech:gt.blockores.47:3, Small Silicon Ore
gregtech:gt.blockores.47:4, Small Silicon Ore
gregtech:gt.blockores.47:5, Small Silicon Ore
gregtech:gt.blockores.47:6, Small Silicon Ore
gregtech:gt.blockores.47:7, Small Silver Ore
gregtech:gt.blockores.47:8, Small Silver Ore
gregtech:gt.blockores.47:9, Small Silver Ore
gregtech:gt.blockores.47:10, Small Silver Ore
gregtech:gt.blockores.47:11, Small Silver Ore
gregtech:gt.blockores.47:12, Small Silver Ore
gregtech:gt.blockores.47:13, Small Silver Ore
gregtech:gt.blockores.48:0, Strontium Ore
gregtech:gt.blockores.48:1, Strontium Ore
gregtech:gt.blockores.48:2, Strontium Ore
gregtech:gt.blockores.48:3, Strontium Ore
gregtech:gt.blockores.48:4, Strontium Ore
gregtech:gt.blockores.48:5, Strontium Ore
gregtech:gt.blockores.48:6, Strontium Ore
gregtech:gt.blockores.48:7, Sulfur Ore
gregtech:gt.blockores.48:8, Sulfur Ore
gregtech:gt.blockores.48:9, Sulfur Ore
gregtech:gt.blockores.48:10, Sulfur Ore
gregtech:gt.blockores.48:11, Sulfur Ore
gregtech:gt.blockores.48:12, Sulfur Ore
gregtech:gt.blockores.48:13, Sulfur Ore
gregtech:gt.blockores.49:0, Small Strontium Ore
gregtech:gt.blockores.49:1, Small Strontium Ore
gregtech:gt.blockores.49:2, Small Strontium Ore
gregtech:gt.blockores.49:3, Small Strontium Ore
gregtech:gt.blockores.49:4, Small Strontium Ore
gregtech:gt.blockores.49:5, Small Strontium Ore
gregtech:gt.blockores.49:6, Small Strontium Ore
gregtech:gt.blockores.49:7, Small Sulfur Ore
gregtech:gt.blockores.49:8, Small Sulfur Ore
gregtech:gt.blockores.49:9, Small Sulfur Ore
gregtech:gt.blockores.49:10, Small Sulfur Ore
gregtech:gt.blockores.49:11, Small Sulfur Ore
gregtech:gt.blockores.49:12, Small Sulfur Ore
gregtech:gt.blockores.49:13, Small Sulfur Ore
gregtech:gt.blockores.50:0, Tantalum Ore
gregtech:gt.blockores.50:1, Tantalum Ore
gregtech:gt.blockores.50:2, Tantalum Ore
gregtech:gt.blockores.50:3, Tantalum Ore
gregtech:gt.blockores.50:4, Tantalum Ore
gregtech:gt.blockores.50:5, Tantalum Ore
gregtech:gt.blockores.50:6, Tantalum Ore
gregtech:gt.blockores.50:7, Tellurium Ore
gregtech:gt.blockores.50:8, Tellurium Ore
gregtech:gt.blockores.50:9, Tellurium Ore
gregtech:gt.blockores.50:10, Tellurium Ore
gregtech:gt.blockores.50:11, Tellurium Ore
gregtech:gt.blockores.50:12, Tellurium Ore
gregtech:gt.blockores.50:13, Tellurium Ore
gregtech:gt.blockores.51:0, Small Tantalum Ore
gregtech:gt.blockores.51:1, Small Tantalum Ore
gregtech:gt.blockores.51:2, Small Tantalum Ore
gregtech:gt.blockores.51:3, Small Tantalum Ore
gregtech:gt.blockores.51:4, Small Tantalum Ore
gregtech:gt.blockores.51:5, Small Tantalum Ore
gregtech:gt.blockores.51:6, Small Tantalum Ore
gregtech:gt.blockores.51:7, Small Tellurium Ore
gregtech:gt.blockores.51:8, Small Tellurium Ore
gregtech:gt.blockores.51:9, Small Tellurium Ore
gregtech:gt.blockores.51:10, Small Tellurium Ore
gregtech:gt.blockores.51:11, Small Tellurium Ore
gregtech:gt.blockores.51:12, Small Tellurium Ore
gregtech:gt.blockores.51:13, Small Tellurium Ore
gregtech:gt.blockores.52:0, Terbium Ore
gregtech:gt.blockores.52:1, Terbium Ore
gregtech:gt.blockores.52:2, Terbium Ore
gregtech:gt.blockores.52:3, Terbium Ore
gregtech:gt.blockores.52:4, Terbium Ore
gregtech:gt.blockores.52:5, Terbium Ore
gregtech:gt.blockores.52:6, Terbium Ore
gregtech:gt.blockores.52:7, Thorium Ore
gregtech:gt.blockores.52:8, Thorium Ore
gregtech:gt.blockores.52:9, Thorium Ore
gregtech:gt.blockores.52:10, Thorium Ore
gregtech:gt.blockores.52:11, Thorium Ore
gregtech:gt.blockores.52:12, Thorium Ore
gregtech:gt.blockores.52:13, Thorium Ore
gregtech:gt.blockores.53:0, Small Terbium Ore
gregtech:gt.blockores.53:1, Small Terbium Ore
gregtech:gt.blockores.53:2, Small Terbium Ore
gregtech:gt.blockores.53:3, Small Terbium Ore
gregtech:gt.blockores.53:4, Small Terbium Ore
gregtech:gt.blockores.53:5, Small Terbium Ore
gregtech:gt.blockores.53:6, Small Terbium Ore
gregtech:gt.blockores.53:7, Small Thorium Ore
gregtech:gt.blockores.53:8, Small Thorium Ore
gregtech:gt.blockores.53:9, Small Thorium Ore
gregtech:gt.blockores.53:10, Small Thorium Ore
gregtech:gt.blockores.53:11, Small Thorium Ore
gregtech:gt.blockores.53:12, Small Thorium Ore
gregtech:gt.blockores.53:13, Small Thorium Ore
gregtech:gt.blockores.54:0, Thulium Ore
gregtech:gt.blockores.54:1, Thulium Ore
gregtech:gt.blockores.54:2, Thulium Ore
gregtech:gt.blockores.54:3, Thulium Ore
gregtech:gt.blockores.54:4, Thulium Ore
gregtech:gt.blockores.54:5, Thulium Ore
gregtech:gt.blockores.54:6, Thulium Ore
gregtech:gt.blockores.54:7, Tin Ore
gregtech:gt.blockores.54:8, Tin Ore
gregtech:gt.blockores.54:9, Tin Ore
gregtech:gt.blockores.54:10, Tin Ore
gregtech:gt.blockores.54:11, Tin Ore
gregtech:gt.blockores.54:12, Tin Ore
gregtech:gt.blockores.54:13, Tin Ore
gregtech:gt.blockores.55:0, Small Thulium Ore
gregtech:gt.blockores.55:1, Small Thulium Ore
gregtech:gt.blockores.55:2, Small Thulium Ore
gregtech:gt.blockores.55:3, Small Thulium Ore
gregtech:gt.blockores.55:4, Small Thulium Ore
gregtech:gt.blockores.55:5, Small Thulium Ore
gregtech:gt.blockores.55:6, Small Thulium Ore
gregtech:gt.blockores.55:7, Small Tin Ore
gregtech:gt.blockores.55:8, Small Tin Ore
gregtech:gt.blockores.55:9, Small Tin Ore
gregtech:gt.blockores.55:10, Small Tin Ore
gregtech:gt.blockores.55:11, Small Tin Ore
gregtech:gt.blockores.55:12, Small Tin Ore
gregtech:gt.blockores.55:13, Small Tin Ore
gregtech:gt.blockores.56:0, Titanium Ore
gregtech:gt.blockores.56:1, Titanium Ore
gregtech:gt.blockores.56:2, Titanium Ore
gregtech:gt.blockores.56:3, Titanium Ore
gregtech:gt.blockores.56:4, Titanium Ore
gregtech:gt.blockores.56:5, Titanium Ore
gregtech:gt.blockores.56:6, Titanium Ore
gregtech:gt.blockores.56:7, Tungsten Ore
gregtech:gt.blockores.56:8, Tungsten Ore
gregtech:gt.blockores.56:9, Tungsten Ore
gregtech:gt.blockores.56:10, Tungsten Ore
gregtech:gt.blockores.56:11, Tungsten Ore
gregtech:gt.blockores.56:12, Tungsten Ore
gregtech:gt.blockores.56:13, Tungsten Ore
gregtech:gt.blockores.57:0, Small Titanium Ore
gregtech:gt.blockores.57:1, Small Titanium Ore
gregtech:gt.blockores.57:2, Small Titanium Ore
gregtech:gt.blockores.57:3, Small Titanium Ore
gregtech:gt.blockores.57:4, Small Titanium Ore
gregtech:gt.blockores.57:5, Small Titanium Ore
gregtech:gt.blockores.57:6, Small Titanium Ore
gregtech:gt.blockores.57:7, Small Tungsten Ore
gregtech:gt.blockores.57:8, Small Tungsten Ore
gregtech:gt.blockores.57:9, Small Tungsten Ore
gregtech:gt.blockores.57:10, Small Tungsten Ore
gregtech:gt.blockores.57:11, Small Tungsten Ore
gregtech:gt.blockores.57:12, Small Tungsten Ore
gregtech:gt.blockores.57:13, Small Tungsten Ore
gregtech:gt.blockores.58:0, Uranium 238 Ore
gregtech:gt.blockores.58:1, Uranium 238 Ore
gregtech:gt.blockores.58:2, Uranium 238 Ore
gregtech:gt.blockores.58:3, Uranium 238 Ore
gregtech:gt.blockores.58:4, Uranium 238 Ore
gregtech:gt.blockores.58:5, Uranium 238 Ore
gregtech:gt.blockores.58:6, Uranium 238 Ore
gregtech:gt.blockores.58:7, Uranium 235 Ore
gregtech:gt.blockores.58:8, Uranium 235 Ore
gregtech:gt.blockores.58:9, Uranium 235 Ore
gregtech:gt.blockores.58:10, Uranium 235 Ore
gregtech:gt.blockores.58:11, Uranium 235 Ore
gregtech:gt.blockores.58:12, Uranium 235 Ore
gregtech:gt.blockores.58:13, Uranium 235 Ore
gregtech:gt.blockores.59:0, Small Uranium 238 Ore
gregtech:gt.blockores.59:1, Small Uranium 238 Ore
gregtech:gt.blockores.59:2, Small Uranium 238 Ore
gregtech:gt.blockores.59:3, Small Uranium 238 Ore
gregtech:gt.blockores.59:4, Small Uranium 238 Ore
gregtech:gt.blockores.59:5, Small Uranium 238 Ore
gregtech:gt.blockores.59:6, Small Uranium 238 Ore
gregtech:gt.blockores.59:7, Small Uranium 235 Ore
gregtech:gt.blockores.59:8, Small Uranium 235 Ore
gregtech:gt.blockores.59:9, Small Uranium 235 Ore
gregtech:gt.blockores.59:10, Small Uranium 235 Ore
gregtech:gt.blockores.59:11, Small Uranium 235 Ore
gregtech:gt.blockores.59:12, Small Uranium 235 Ore
gregtech:gt.blockores.59:13, Small Uranium 235 Ore
gregtech:gt.blockores.60:0, Vanadium Ore
gregtech:gt.blockores.60:1, Vanadium Ore
gregtech:gt.blockores.60:2, Vanadium Ore
gregtech:gt.blockores.60:3, Vanadium Ore
gregtech:gt.blockores.60:4, Vanadium Ore
gregtech:gt.blockores.60:5, Vanadium Ore
gregtech:gt.blockores.60:6, Vanadium Ore
gregtech:gt.blockores.60:7, Ytterbium Ore
gregtech:gt.blockores.60:8, Ytterbium Ore
gregtech:gt.blockores.60:9, Ytterbium Ore
gregtech:gt.blockores.60:10, Ytterbium Ore
gregtech:gt.blockores.60:11, Ytterbium Ore
gregtech:gt.blockores.60:12, Ytterbium Ore
gregtech:gt.blockores.60:13, Ytterbium Ore
gregtech:gt.blockores.61:0, Small Vanadium Ore
gregtech:gt.blockores.61:1, Small Vanadium Ore
gregtech:gt.blockores.61:2, Small Vanadium Ore
gregtech:gt.blockores.61:3, Small Vanadium Ore
gregtech:gt.blockores.61:4, Small Vanadium Ore
gregtech:gt.blockores.61:5, Small Vanadium Ore
gregtech:gt.blockores.61:6, Small Vanadium Ore
gregtech:gt.blockores.61:7, Small Ytterbium Ore
gregtech:gt.blockores.61:8, Small Ytterbium Ore
gregtech:gt.blockores.61:9, Small Ytterbium Ore
gregtech:gt.blockores.61:10, Small Ytterbium Ore
gregtech:gt.blockores.61:11, Small Ytterbium Ore
gregtech:gt.blockores.61:12, Small Ytterbium Ore
gregtech:gt.blockores.61:13, Small Ytterbium Ore
gregtech:gt.blockores.62:0, Yttrium Ore
gregtech:gt.blockores.62:1, Yttrium Ore
gregtech:gt.blockores.62:2, Yttrium Ore
gregtech:gt.blockores.62:3, Yttrium Ore
gregtech:gt.blockores.62:4, Yttrium Ore
gregtech:gt.blockores.62:5, Yttrium Ore
gregtech:gt.blockores.62:6, Yttrium Ore
gregtech:gt.blockores.62:7, Zinc Ore
gregtech:gt.blockores.62:8, Zinc Ore
gregtech:gt.blockores.62:9, Zinc Ore
gregtech:gt.blockores.62:10, Zinc Ore
gregtech:gt.blockores.62:11, Zinc Ore
gregtech:gt.blockores.62:12, Zinc Ore
gregtech:gt.blockores.62:13, Zinc Ore
gregtech:gt.blockores.63:0, Small Yttrium Ore
gregtech:gt.blockores.63:1, Small Yttrium Ore
gregtech:gt.blockores.63:2, Small Yttrium Ore
gregtech:gt.blockores.63:3, Small Yttrium Ore
gregtech:gt.blockores.63:4, Small Yttrium Ore
gregtech:gt.blockores.63:5, Small Yttrium Ore
gregtech:gt.blockores.63:6, Small Yttrium Ore
gregtech:gt.blockores.63:7, Small Zinc Ore
gregtech:gt.blockores.63:8, Small Zinc Ore
gregtech:gt.blockores.63:9, Small Zinc Ore
gregtech:gt.blockores.63:10, Small Zinc Ore
gregtech:gt.blockores.63:11, Small Zinc Ore
gregtech:gt.blockores.63:12, Small Zinc Ore
gregtech:gt.blockores.63:13, Small Zinc Ore
gregtech:gt.blockores.64:0, Endium Ore
gregtech:gt.blockores.64:1, Endium Ore
gregtech:gt.blockores.64:2, Endium Ore
gregtech:gt.blockores.64:3, Endium Ore
gregtech:gt.blockores.64:4, Endium Ore
gregtech:gt.blockores.64:5, Endium Ore
gregtech:gt.blockores.64:6, Endium Ore
gregtech:gt.blockores.64:7, Dark Steel Ore
gregtech:gt.blockores.64:8, Dark Steel Ore
gregtech:gt.blockores.64:9, Dark Steel Ore
gregtech:gt.blockores.64:10, Dark Steel Ore
gregtech:gt.blockores.64:11, Dark Steel Ore
gregtech:gt.blockores.64:12, Dark Steel Ore
gregtech:gt.blockores.64:13, Dark Steel Ore
gregtech:gt.blockores.65:0, Small Endium Ore
gregtech:gt.blockores.65:1, Small Endium Ore
gregtech:gt.blockores.65:2, Small Endium Ore
gregtech:gt.blockores.65:3, Small Endium Ore
gregtech:gt.blockores.65:4, Small Endium Ore
gregtech:gt.blockores.65:5, Small Endium Ore
gregtech:gt.blockores.65:6, Small Endium Ore
gregtech:gt.blockores.65:7, Small Dark Steel Ore
gregtech:gt.blockores.65:8, Small Dark Steel Ore
gregtech:gt.blockores.65:9, Small Dark Steel Ore
gregtech:gt.blockores.65:10, Small Dark Steel Ore
gregtech:gt.blockores.65:11, Small Dark Steel Ore
gregtech:gt.blockores.65:12, Small Dark Steel Ore
gregtech:gt.blockores.65:13, Small Dark Steel Ore
